epoch,time,train/loss_bbox,train/loss_ce,train/loss_contrastive,train/loss_giou,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B),val/loss_bbox,val/loss_ce,val/loss_giou,lr/pg0,lr/pg1
15,67.5149,0.0857184,0.268455,0.00376377,0.315302,0.0462236,0.0304653,0.0462236,0.402,0.0622022,0.26633,0.26979,0.0001,1e-05
16,72.1815,0.0661013,0.257938,0.00379229,0.236408,0.0501029,0.0358208,0.0501029,0.388,0.0695023,0.259425,0.286962,0.0001,1e-05
17,76.8012,0.0656485,0.253602,0.00385867,0.261782,0.0587958,0.0331942,0.0587958,0.378,0.0842707,0.251852,0.335746,0.0001,1e-05
18,81.5837,0.0723888,0.252552,0.00338998,0.27221,0.058391,0.0275974,0.058391,0.384,0.0721135,0.248857,0.271845,0.0001,1e-05
19,86.0383,0.0552767,0.252225,0.0033502,0.219954,0.0572474,0.0367626,0.0572474,0.434,0.0561733,0.245688,0.206437,0.0001,1e-05
20,90.3154,0.0599472,0.24852,0.00339448,0.232215,0.0558477,0.0354245,0.0558477,0.402,0.0612151,0.251456,0.282261,0.0001,1e-05
21,94.8353,0.0680461,0.243206,0.00311611,0.27804,0.0516516,0.0295782,0.0516516,0.432,0.0724255,0.248697,0.313593,0.0001,1e-05
22,99.6371,0.0909121,0.249671,0.00261754,0.278055,0.0575471,0.0381521,0.0575471,0.58625,0.0486141,0.241954,0.208445,0.0001,1e-05
23,104.351,0.0476832,0.237454,0.0025686,0.189751,0.0713117,0.0424161,0.0713117,0.610125,0.0503032,0.241647,0.218755,0.0001,1e-05
24,109.151,0.0652164,0.240214,0.00268414,0.288184,0.0622844,0.0377954,0.0622844,0.495875,0.0531652,0.239534,0.223282,0.0001,1e-05
25,113.692,0.0657277,0.239087,0.0028535,0.224542,0.0611893,0.0421691,0.0611893,0.63175,0.0470364,0.237012,0.186819,0.0001,1e-05
26,118.029,0.0457076,0.238084,0.00212983,0.199037,0.0507343,0.0362878,0.0507343,0.5645,0.0642626,0.238441,0.248919,0.0001,1e-05
27,122.601,0.0500797,0.239115,0.00197485,0.180602,0.0508144,0.0400002,0.0508144,0.571125,0.0513424,0.23584,0.215402,0.0001,1e-05
28,127.463,0.0545162,0.242306,0.00209082,0.212201,0.0549384,0.0372138,0.0549384,0.628,0.0525508,0.236022,0.219654,0.0001,1e-05
29,132.355,0.0543623,0.238779,0.00184745,0.209945,0.0572798,0.0329848,0.0572798,0.71275,0.0564447,0.240101,0.22161,0.0001,1e-05
30,137.138,0.100159,0.246028,0.0019033,0.247477,0.0656478,0.0389933,0.0656478,0.71325,0.0581381,0.237696,0.222336,0.0001,1e-05
31,142.086,0.0543382,0.239024,0.00162438,0.200753,0.0679216,0.0348926,0.0679216,0.748875,0.0563385,0.234857,0.209215,0.0001,1e-05
32,146.77,0.091646,0.241247,0.00144522,0.228663,0.0451684,0.0200585,0.0451684,0.68625,0.0980472,0.232028,0.296902,0.0001,1e-05
33,151.533,0.0602874,0.234213,0.00150766,0.210403,0.0670973,0.0302221,0.0670973,0.747125,0.0611912,0.229902,0.260733,0.0001,1e-05
34,156.405,0.0520221,0.232012,0.00170239,0.207814,0.0627038,0.0367079,0.0627038,0.7935,0.0470451,0.234963,0.201673,0.0001,1e-05
35,161.137,0.0518301,0.231613,0.00140295,0.19189,0.0509414,0.0366438,0.0509414,0.803625,0.0450284,0.236328,0.178521,0.0001,1e-05
36,166.029,0.0515247,0.235919,0.0014435,0.193126,0.0583112,0.0397804,0.0583112,0.80625,0.0457397,0.236389,0.190339,0.0001,1e-05
37,170.064,0.0473877,0.238127,0.00129014,0.194888,0.0501775,0.0344331,0.0501775,0.754625,0.0582884,0.236376,0.216309,0.0001,1e-05
38,174.567,0.0775238,0.238042,0.00117612,0.263189,0.0442345,0.0333525,0.0442345,0.787375,0.054384,0.235956,0.197629,0.0001,1e-05
39,179.164,0.0565526,0.231402,0.00113985,0.212967,0.0444416,0.0339601,0.0444416,0.766,0.0450354,0.234676,0.202585,0.0001,1e-05
40,183.905,0.0547021,0.228097,0.00131305,0.188221,0.0515701,0.0375071,0.0515701,0.776125,0.0479678,0.232017,0.184521,0.0001,1e-05
41,188.615,0.0597734,0.220231,0.00133101,0.219122,0.0558848,0.0382441,0.0558848,0.792,0.0476845,0.229736,0.186897,0.0001,1e-05
42,192.747,0.0518552,0.222785,0.00124805,0.199605,0.06521,0.0349282,0.06521,0.634375,0.09286,0.230395,0.34354,0.0001,1e-05
43,197.273,0.0553462,0.22285,0.00112255,0.225655,0.0654719,0.0336766,0.0654719,0.745625,0.0500547,0.22838,0.217215,0.0001,1e-05
44,202.115,0.049733,0.224133,0.00115841,0.201699,0.0706902,0.0448591,0.0706902,0.811125,0.0393999,0.22622,0.171383,0.0001,1e-05
45,206.77,0.0443078,0.221317,0.00109985,0.172413,0.0650052,0.0447405,0.0650052,0.831125,0.0351579,0.224899,0.146077,0.0001,1e-05
46,211.512,0.043417,0.222116,0.00116503,0.168754,0.0671447,0.0481715,0.0671447,0.77225,0.0388701,0.226905,0.167072,0.0001,1e-05
47,216.237,0.0438358,0.217715,0.00112866,0.184659,0.0803824,0.0469766,0.0803824,0.7725,0.0486699,0.227106,0.197414,0.0001,1e-05
48,220.907,0.0473787,0.21918,0.00101572,0.183608,0.0904773,0.0512733,0.0904773,0.76925,0.0457506,0.22412,0.211553,0.0001,1e-05
49,225.178,0.0498743,0.217853,0.000890549,0.184577,0.111243,0.0579202,0.111243,0.7815,0.0668496,0.224075,0.223563,0.0001,1e-05
50,229.484,0.0485397,0.219918,0.000956584,0.188571,0.0945295,0.0452619,0.0945295,0.750375,0.064246,0.222946,0.248931,0.0001,1e-05
51,234.348,0.0635939,0.218573,0.00100018,0.24948,0.078248,0.0421679,0.078248,0.699875,0.0769258,0.221369,0.305861,0.0001,1e-05
52,239.004,0.0516221,0.218478,0.000977077,0.179905,0.111043,0.0728792,0.111043,0.828875,0.0441854,0.222333,0.187979,0.0001,1e-05
53,243.747,0.0543789,0.217067,0.000862989,0.20851,0.124581,0.0683944,0.124581,0.79575,0.0545531,0.221874,0.192687,0.0001,1e-05
54,247.86,0.0561742,0.220565,0.00116075,0.198444,0.0888846,0.0464836,0.0888846,0.761375,0.054084,0.220299,0.22013,0.0001,1e-05
55,252.319,0.0375437,0.214871,0.000942996,0.165198,0.108554,0.0638448,0.108554,0.826625,0.0466838,0.221087,0.18512,0.0001,1e-05
56,257.115,0.051523,0.222706,0.00123921,0.18447,0.0887509,0.0541159,0.0887509,0.806375,0.0421768,0.218432,0.175863,0.0001,1e-05
57,261.677,0.0512611,0.211634,0.000948948,0.210673,0.0750078,0.0461941,0.0750078,0.77175,0.0461031,0.218731,0.205238,0.0001,1e-05
58,266.446,0.0465698,0.211679,0.000819891,0.192841,0.0789685,0.0520639,0.0789685,0.85275,0.0381196,0.21848,0.159112,0.0001,1e-05
59,270.489,0.0583156,0.217268,0.000789184,0.224763,0.0877911,0.0559465,0.0877911,0.7845,0.0487955,0.217513,0.197154,0.0001,1e-05
60,275.081,0.0482513,0.215653,0.00083204,0.197568,0.116146,0.0702544,0.116146,0.797875,0.0448667,0.21789,0.18882,0.0001,1e-05
61,279.777,0.0458816,0.216378,0.000786019,0.177093,0.0906269,0.0591357,0.0906269,0.852,0.0363265,0.217213,0.152751,0.0001,1e-05
62,284.517,0.0470575,0.21522,0.000856784,0.185261,0.0705255,0.0414076,0.0705255,0.781125,0.0471433,0.214845,0.211251,0.0001,1e-05
63,289.292,0.0504932,0.213244,0.000941354,0.190494,0.1156,0.0689519,0.1156,0.854875,0.0359027,0.215811,0.164322,0.0001,1e-05
64,293.726,0.0440823,0.206574,0.00081184,0.17576,0.116482,0.0850065,0.116482,0.81575,0.041776,0.213309,0.172452,0.0001,1e-05
65,297.833,0.0467782,0.203219,0.000961077,0.167457,0.138352,0.0674529,0.138352,0.77575,0.0436295,0.213727,0.203126,0.0001,1e-05
66,302.517,0.0406449,0.208749,0.000869301,0.174564,0.133733,0.0821085,0.133733,0.8195,0.0407232,0.212371,0.181448,0.0001,1e-05
67,307.271,0.0514288,0.208385,0.000910609,0.192858,0.148805,0.0940756,0.148805,0.819375,0.0489115,0.211816,0.204254,0.0001,1e-05
68,311.932,0.0467952,0.211222,0.000845837,0.182066,0.14616,0.0994777,0.14616,0.803,0.0421353,0.210083,0.179038,0.0001,1e-05
69,316.732,0.0446786,0.20859,0.000763599,0.166336,0.158742,0.101299,0.158742,0.835125,0.0411301,0.212678,0.172311,0.0001,1e-05
70,320.903,0.0415374,0.205647,0.000725836,0.178617,0.175843,0.105432,0.175843,0.832,0.0379732,0.209332,0.159553,0.0001,1e-05
71,325.283,0.0482126,0.211528,0.000985992,0.187632,0.15562,0.0750621,0.15562,0.69625,0.0638618,0.211983,0.264902,0.0001,1e-05
72,330.07,0.0616073,0.201762,0.000744156,0.218416,0.200649,0.100551,0.200649,0.865625,0.0390615,0.199099,0.162149,0.0001,1e-05
73,334.733,0.0496273,0.195287,0.000731174,0.202575,0.170495,0.0955362,0.170495,0.8135,0.0510186,0.196762,0.215033,0.0001,1e-05
74,339.448,0.0535599,0.197987,0.000762056,0.210968,0.143361,0.0663622,0.143361,0.7755,0.0470719,0.199815,0.227058,0.0001,1e-05
75,343.882,0.0493567,0.195602,0.000634388,0.201765,0.155706,0.0772977,0.155706,0.8355,0.0427341,0.199709,0.188658,0.0001,1e-05
76,348.651,0.0518047,0.191489,0.000912607,0.185436,0.152276,0.0799178,0.152276,0.82325,0.0477707,0.197485,0.188399,0.0001,1e-05
77,352.68,0.0416438,0.202042,0.000805313,0.165629,0.149749,0.102184,0.149749,0.85425,0.0406675,0.202355,0.16287,0.0001,1e-05
78,357.111,0.0380862,0.197671,0.000866099,0.158027,0.160006,0.0921456,0.160006,0.85875,0.0380023,0.201931,0.147229,0.0001,1e-05
79,361.815,0.0429435,0.198218,0.000682974,0.171188,0.165847,0.0958041,0.165847,0.8605,0.0395737,0.195929,0.156713,0.0001,1e-05
80,366.673,0.044557,0.194989,0.000913781,0.173529,0.177191,0.102566,0.177191,0.82525,0.0425019,0.202733,0.178473,0.0001,1e-05
81,371.402,0.0390681,0.196713,0.000776428,0.156548,0.203682,0.126293,0.203682,0.846875,0.0425697,0.196467,0.179896,0.0001,1e-05
82,376.062,0.0499286,0.191427,0.000649917,0.206161,0.219808,0.125072,0.219808,0.85225,0.0427982,0.188116,0.192717,0.0001,1e-05
83,380.084,0.0476424,0.190873,0.000800027,0.192461,0.18857,0.107949,0.18857,0.824375,0.0437375,0.191553,0.181926,0.0001,1e-05
84,384.811,0.0459452,0.187146,0.000709994,0.175533,0.202486,0.10133,0.202486,0.82525,0.0465665,0.186492,0.195959,0.0001,1e-05
85,389.463,0.0444776,0.186274,0.000906266,0.183615,0.177632,0.103182,0.177632,0.859375,0.0412071,0.19099,0.177705,0.0001,1e-05
86,394.353,0.0429131,0.187353,0.000901216,0.187408,0.15204,0.0780372,0.15204,0.763125,0.0545466,0.19755,0.238725,0.0001,1e-05
87,399.13,0.063538,0.195463,0.000736953,0.281317,0.176517,0.092091,0.176517,0.793,0.0446296,0.200667,0.197331,0.0001,1e-05
88,403.345,0.045049,0.191975,0.000815535,0.180494,0.164736,0.101427,0.164736,0.8285,0.0401798,0.198748,0.15706,0.0001,1e-05
89,408.037,0.0437074,0.189709,0.000655655,0.186162,0.17906,0.0973104,0.17906,0.824875,0.0396224,0.199178,0.164771,0.0001,1e-05
90,412.662,0.0361779,0.185993,0.000633318,0.162032,0.182724,0.104911,0.182724,0.8155,0.0401191,0.192323,0.177673,0.0001,1e-05
91,417.376,0.0456579,0.185922,0.000858411,0.196972,0.176326,0.105483,0.176326,0.849625,0.0435799,0.185811,0.176941,0.0001,1e-05
92,422.158,0.0429583,0.183898,0.000905919,0.187085,0.191269,0.103351,0.191269,0.771125,0.0491231,0.182985,0.211098,0.0001,1e-05
93,426.963,0.0540731,0.188556,0.000787372,0.222664,0.134887,0.0773601,0.134887,0.72,0.0598398,0.182802,0.271386,0.0001,1e-05
94,431.531,0.0551922,0.179617,0.000705959,0.241766,0.148907,0.0930495,0.148907,0.751,0.0552801,0.171259,0.259162,0.0001,1e-05
95,435.678,0.0443593,0.179264,0.000661459,0.186171,0.157357,0.108539,0.157357,0.853125,0.0438111,0.173812,0.180736,0.0001,1e-05
96,440.281,0.0606302,0.177809,0.000979088,0.206177,0.166459,0.0919616,0.166459,0.828,0.0466248,0.176897,0.205547,0.0001,1e-05
97,445.201,0.0514828,0.17806,0.000735185,0.174526,0.189449,0.111977,0.189449,0.849875,0.0494679,0.183541,0.184006,0.0001,1e-05
98,449.932,0.0394426,0.171114,0.000696741,0.152223,0.210262,0.119915,0.210262,0.8505,0.0362624,0.185611,0.163525,0.0001,1e-05
99,454.383,0.0433132,0.172833,0.000653047,0.167896,0.213414,0.131717,0.213414,0.869875,0.036173,0.183064,0.149776,0.0001,1e-05
100,458.589,0.0429492,0.17181,0.000693807,0.170976,0.239002,0.157978,0.239002,0.841375,0.0449194,0.176833,0.178906,0.0001,1e-05
101,463.408,0.0473152,0.172642,0.000734926,0.177621,0.237408,0.145641,0.237408,0.824875,0.0425857,0.172252,0.185724,0.0001,1e-05
102,468.003,0.0484865,0.168119,0.000658574,0.175947,0.24099,0.158498,0.24099,0.855375,0.0391728,0.172288,0.173483,0.0001,1e-05
103,472.654,0.0419783,0.164449,0.000612554,0.163923,0.24477,0.171516,0.24477,0.843625,0.0486658,0.16527,0.182983,0.0001,1e-05
104,477.357,0.053568,0.168415,0.000667066,0.206929,0.252278,0.133759,0.252278,0.79775,0.055574,0.162885,0.234401,0.0001,1e-05
105,481.226,0.0642336,0.174815,0.000867004,0.240748,0.165921,0.103321,0.165921,0.8155,0.0438916,0.165895,0.197972,0.0001,1e-05
106,485.813,0.0503414,0.16803,0.000631193,0.202742,0.207344,0.131272,0.207344,0.827125,0.0437037,0.15591,0.188996,0.0001,1e-05
107,490.562,0.0469916,0.161616,0.000637372,0.190312,0.216452,0.128302,0.216452,0.7415,0.07258,0.146572,0.287041,0.0001,1e-05
108,495.452,0.0494312,0.158222,0.000558457,0.194322,0.209405,0.135675,0.209405,0.823125,0.051048,0.15315,0.214468,0.0001,1e-05
109,500.173,0.0571488,0.156537,0.000632939,0.215251,0.183894,0.117014,0.183894,0.779625,0.0542963,0.163622,0.229783,0.0001,1e-05
110,505.052,0.0574443,0.163068,0.00068771,0.248627,0.252756,0.154472,0.252756,0.833875,0.0540959,0.153128,0.201543,0.0001,1e-05
111,509.259,0.0483676,0.15602,0.000771359,0.181568,0.404468,0.208896,0.404468,0.8545,0.039843,0.154931,0.171496,0.0001,1e-05
112,513.651,0.0462239,0.152599,0.000612385,0.182173,0.389971,0.216977,0.389971,0.855625,0.0441016,0.155027,0.177728,0.0001,1e-05
113,518.401,0.0555658,0.141577,0.000800745,0.218882,0.415625,0.203525,0.415625,0.78675,0.0639207,0.140449,0.234719,0.0001,1e-05
114,523.122,0.0642668,0.125349,0.000643849,0.243558,0.475726,0.293605,0.475726,0.832875,0.052229,0.118248,0.211592,0.0001,1e-05
115,527.866,0.0580723,0.130783,0.000528366,0.224955,0.463427,0.261806,0.463427,0.725875,0.0886226,0.107958,0.329989,0.0001,1e-05
116,532.555,0.125249,0.121659,0.000723793,0.329466,0.456898,0.296269,0.456898,0.789125,0.0569666,0.102462,0.238449,0.0001,1e-05
117,536.978,0.0605339,0.124085,0.00066384,0.242175,0.480692,0.29301,0.480692,0.753125,0.0788838,0.105659,0.286622,0.0001,1e-05
118,541.176,0.0628018,0.126961,0.000585793,0.255516,0.514451,0.338941,0.514451,0.8155,0.056782,0.105688,0.229286,0.0001,1e-05
119,546.008,0.0653102,0.120414,0.00062426,0.227627,0.487753,0.269672,0.487753,0.77575,0.0542909,0.112157,0.242406,0.0001,1e-05
120,550.625,0.0597394,0.12525,0.000751023,0.229938,0.440668,0.273672,0.440668,0.82725,0.0577814,0.116537,0.219827,0.0001,1e-05
121,555.413,0.0646513,0.124347,0.00054899,0.264298,0.420418,0.265982,0.420418,0.80475,0.050103,0.120535,0.221023,0.0001,1e-05
122,559.962,0.0542542,0.118606,0.000531411,0.209125,0.431058,0.225936,0.431058,0.813625,0.0466083,0.108572,0.216856,0.0001,1e-05
123,564.696,0.059673,0.112674,0.000496135,0.249672,0.411,0.264581,0.411,0.804625,0.0654611,0.103271,0.268258,0.0001,1e-05
124,569.162,0.0590989,0.107437,0.000588068,0.233382,0.370231,0.240847,0.370231,0.73475,0.0673738,0.092025,0.314177,0.0001,1e-05
125,573.45,0.0654669,0.105708,0.000489816,0.267544,0.419183,0.256997,0.419183,0.797875,0.0661855,0.0996836,0.272698,0.0001,1e-05
126,578.094,0.0737698,0.108667,0.000611363,0.253895,0.424436,0.253172,0.424436,0.7535,0.0830578,0.0983193,0.307183,0.0001,1e-05
127,582.912,0.0587236,0.103971,0.000602096,0.240124,0.353614,0.222364,0.353614,0.774,0.0702401,0.0973382,0.294905,0.0001,1e-05
128,587.724,0.0578693,0.102831,0.000614941,0.2307,0.468239,0.254542,0.468239,0.776875,0.0628493,0.102171,0.267141,0.0001,1e-05
129,592.487,0.0587553,0.105158,0.000582354,0.22385,0.509098,0.25363,0.509098,0.70775,0.0756158,0.0954698,0.345638,0.0001,1e-05
130,596.642,0.0670843,0.0973812,0.000574721,0.268579,0.484384,0.276181,0.484384,0.769125,0.0686064,0.0969897,0.280823,0.0001,1e-05
131,601.266,0.064538,0.104954,0.000649375,0.257495,0.432224,0.271045,0.432224,0.7885,0.0670903,0.0982507,0.282926,0.0001,1e-05
132,606.177,0.0546073,0.102438,0.00058522,0.203761,0.412573,0.264603,0.412573,0.8195,0.0606327,0.104695,0.238607,0.0001,1e-05
133,610.824,0.0668899,0.12142,0.00060705,0.246726,0.408576,0.260449,0.408576,0.8155,0.0621819,0.0986066,0.253546,0.0001,1e-05
134,615.649,0.0665495,0.108967,0.000530571,0.252107,0.450665,0.28201,0.450665,0.777625,0.0693239,0.100934,0.279064,0.0001,1e-05
135,619.63,0.063222,0.0980556,0.000522692,0.231285,0.540756,0.375225,0.540756,0.821125,0.0660946,0.0882689,0.245362,0.0001,1e-05
136,624.195,0.0741781,0.0830588,0.000555453,0.256715,0.67119,0.447479,0.67119,0.825375,0.0804085,0.0703187,0.274768,0.0001,1e-05
137,628.851,0.0841174,0.0796842,0.000634156,0.292429,0.708271,0.438714,0.708271,0.77,0.0689969,0.0623361,0.289222,0.0001,1e-05
138,633.66,0.0705074,0.0806141,0.000661345,0.264702,0.612433,0.407403,0.612433,0.81375,0.0609948,0.068269,0.254868,0.0001,1e-05
139,638.41,0.0669871,0.0883502,0.000584748,0.232006,0.581879,0.409981,0.581879,0.83,0.0681138,0.0711071,0.262703,0.0001,1e-05
140,643.523,0.0603515,0.0833301,0.000762101,0.236154,0.603611,0.432032,0.603611,0.81325,0.0596429,0.0697864,0.24907,0.0001,1e-05
141,648.176,0.0618441,0.0859938,0.00058873,0.23274,0.615089,0.422938,0.615089,0.7885,0.0699952,0.0713519,0.271011,0.0001,1e-05
142,652.872,0.0685967,0.0918912,0.000747753,0.258493,0.637876,0.469723,0.637876,0.848,0.0542963,0.0726465,0.21408,0.0001,1e-05
143,656.869,0.0577529,0.0996878,0.000582488,0.229781,0.620731,0.447663,0.620731,0.80925,0.0612353,0.0747442,0.244399,0.0001,1e-05
144,661.284,0.0573197,0.0929559,0.000539888,0.22995,0.599615,0.415072,0.599615,0.77725,0.0718644,0.0736334,0.280276,0.0001,1e-05
145,666.089,0.0651009,0.0849871,0.000692391,0.242855,0.602248,0.45286,0.602248,0.835375,0.0568142,0.0721083,0.210571,0.0001,1e-05
146,670.872,0.0508675,0.0862316,0.000521223,0.193293,0.701938,0.502947,0.701938,0.814125,0.0634791,0.0647827,0.245729,0.0001,1e-05
147,675.739,0.0604664,0.0796184,0.000731279,0.227594,0.588448,0.44197,0.588448,0.81375,0.0608772,0.0709635,0.246583,0.0001,1e-05
148,679.964,0.0549003,0.0980291,0.000534735,0.217463,0.538893,0.394021,0.538893,0.839375,0.0677928,0.0819808,0.267538,0.0001,1e-05
149,684.544,0.0530764,0.100224,0.000786872,0.208849,0.576207,0.411645,0.576207,0.865875,0.0721223,0.0785809,0.242363,0.0001,1e-05
150,689.264,0.0620174,0.0927201,0.00055852,0.240775,0.561529,0.363663,0.561529,0.817875,0.055962,0.0806818,0.246342,0.0001,1e-05
151,694.035,0.0671402,0.0892006,0.000720411,0.258019,0.650737,0.463926,0.650737,0.846,0.057034,0.0755775,0.227318,0.0001,1e-05
152,698.931,0.0649145,0.0923195,0.000631757,0.224547,0.692884,0.46829,0.692884,0.837625,0.0663412,0.0761153,0.231738,0.0001,1e-05
153,703.347,0.0602526,0.091926,0.000603222,0.232225,0.734063,0.499903,0.734063,0.841625,0.0659144,0.069184,0.248953,0.0001,1e-05
154,707.724,0.0655238,0.0793933,0.000596561,0.244044,0.726268,0.459197,0.726268,0.76075,0.074664,0.0678798,0.291741,0.0001,1e-05
155,712.445,0.0575793,0.0806039,0.000651178,0.220956,0.699452,0.46024,0.699452,0.83875,0.0561833,0.0662119,0.217231,0.0001,1e-05
156,717.192,0.0619458,0.0824736,0.000470725,0.232184,0.609015,0.402987,0.609015,0.834625,0.0603123,0.0685473,0.256923,0.0001,1e-05
157,722.088,0.0723724,0.0862652,0.000509797,0.25765,0.631001,0.450319,0.631001,0.820625,0.0622397,0.0675709,0.260258,0.0001,1e-05
158,726.877,0.0648282,0.0857408,0.000656327,0.238991,0.684902,0.504786,0.684902,0.869875,0.0556211,0.0661471,0.213127,0.0001,1e-05
159,731.668,0.0588525,0.0845932,0.00074561,0.213489,0.694527,0.45215,0.694527,0.83875,0.067003,0.0724203,0.258465,0.0001,1e-05
160,736.359,0.0576973,0.0858033,0.000551795,0.225761,0.711962,0.47361,0.711962,0.816,0.0719254,0.0727313,0.276949,0.0001,1e-05
161,740.54,0.0592232,0.0800508,0.000559764,0.226627,0.70663,0.498892,0.70663,0.864125,0.0563713,0.0665161,0.21968,0.0001,1e-05
162,745.316,0.0601638,0.0806375,0.000553456,0.22662,0.750088,0.5091,0.750088,0.84875,0.0612069,0.0598156,0.241199,0.0001,1e-05
163,749.814,0.0565701,0.0642327,0.000455498,0.225132,0.747239,0.513694,0.747239,0.814125,0.0602942,0.0595484,0.271487,0.0001,1e-05
164,754.648,0.0614432,0.0750583,0.000725108,0.261201,0.731341,0.495391,0.731341,0.812625,0.0708123,0.056713,0.294129,0.0001,1e-05
165,759.053,0.0564233,0.0732116,0.000496761,0.22785,0.745491,0.537829,0.745491,0.844,0.0531829,0.054838,0.22256,0.0001,1e-05
166,763.44,0.0586353,0.0672081,0.000547858,0.24493,0.750738,0.566992,0.750738,0.835375,0.0563886,0.0527635,0.225027,0.0001,1e-05
167,768.286,0.0565932,0.0678483,0.000586272,0.229025,0.749491,0.511675,0.749491,0.84225,0.0611511,0.0604929,0.248193,0.0001,1e-05
168,773.079,0.0577496,0.0693739,0.000553561,0.234034,0.698746,0.476167,0.698746,0.795,0.0691689,0.0572149,0.289886,0.0001,1e-05
169,778.079,0.0561609,0.0703486,0.000437258,0.227709,0.721488,0.468543,0.721488,0.806625,0.0652837,0.059598,0.303332,0.0001,1e-05
170,782.042,0.0501888,0.0761626,0.000577194,0.209614,0.730645,0.518092,0.730645,0.853125,0.0568192,0.0579436,0.236739,0.0001,1e-05
171,786.514,0.0570825,0.0751274,0.000668238,0.226304,0.732852,0.491083,0.732852,0.81175,0.070132,0.0577982,0.290104,0.0001,1e-05
172,791.133,0.0571491,0.0633012,0.000435546,0.236297,0.802456,0.549436,0.802456,0.804625,0.0663907,0.0562403,0.286638,0.0001,1e-05
173,796.045,0.0684847,0.0797044,0.000516545,0.274534,0.768225,0.422293,0.768225,0.721,0.0972418,0.0570052,0.430528,0.0001,1e-05
174,801.066,0.0678311,0.0692126,0.000531461,0.281809,0.711425,0.423389,0.711425,0.788375,0.0847421,0.0561255,0.373908,0.0001,1e-05
175,805.742,0.060321,0.0652307,0.000451998,0.245851,0.756943,0.576916,0.756943,0.845125,0.0626768,0.0513462,0.246864,0.0001,1e-05
176,810.653,0.0559591,0.0688444,0.000514115,0.226071,0.768059,0.557565,0.768059,0.843125,0.0552099,0.0508201,0.241995,0.0001,1e-05
177,815.481,0.0561726,0.0634355,0.000643886,0.226422,0.775464,0.546436,0.775464,0.84025,0.0566395,0.0494877,0.236901,0.0001,1e-05
178,820.371,0.0501255,0.0652201,0.000537265,0.206619,0.837464,0.585047,0.837464,0.802875,0.0608911,0.0505187,0.260933,0.0001,1e-05
179,824.918,0.0457918,0.0564186,0.000450597,0.227424,0.895088,0.54074,0.895088,0.76625,0.0689783,0.0464355,0.296183,0.0001,1e-05
180,829.696,0.0607744,0.0509005,0.000450376,0.263629,0.909981,0.474929,0.909981,0.699375,0.0759138,0.0522135,0.370791,0.0001,1e-05
181,834.46,0.0635895,0.0646618,0.000692656,0.249823,0.959646,0.567232,0.959646,0.804625,0.0630875,0.0423811,0.271579,0.0001,1e-05
182,839.103,0.0604313,0.0526939,0.000533165,0.225003,0.879824,0.563153,0.879824,0.748,0.0706234,0.0342947,0.324699,0.0001,1e-05
183,843.32,0.0594341,0.0553088,0.000563165,0.253527,0.814386,0.586822,0.814386,0.827625,0.0694795,0.0387131,0.260094,0.0001,1e-05
